Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Regorafenib	Regorafenib	FGFR1	Protein	P11362	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	ABL1	Protein	P00519	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	FLT4	Protein	P35916	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	RAF1	Protein	P04049	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	PDGFRB	Protein	P09619	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	KDR	Protein	P35968	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	KDR	Protein	P35968	Homo sapiens	IUPHAR	21170960	IC50		13	III
Regorafenib	Regorafenib	MAPK11	Protein	Q15759	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	TEK	Protein	Q02763	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	KIT	Protein	P10721	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	BRAF	Protein	P15056	Homo sapiens	IUPHAR	22222036	IC50	=	28	III
Regorafenib	Regorafenib	NTRK1	Protein	P04629	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	DDR2	Protein	Q16832	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	FGFR2	Protein	P21802	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	16439860	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	19794821	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	19470631	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	19753124	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	19389994	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	17693420	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	18073378	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	16034487	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	IUPHAR	20413308	IC50	=	15	III
Eltrombopag Olamine	Eltrombopag Olamine	MPL	Protein	P40238	Homo sapiens	DrugBank	19642221	NA	NA	NA	II
Eltrombopag Olamine	Eltrombopag Olamine	MPL	Protein	P40238	Homo sapiens	IUPHAR	18783949	EC50	=	38	III
Pralatrexate	Pralatrexate	DHFR	Protein	P00374	Homo sapiens	DrugBank	23409799	NA	NA	NA	II
Pralatrexate	Pralatrexate	DHFR	Protein	P00374	Homo sapiens	IUPHAR	19221750	Ki	=	45	III
Pralatrexate	Pralatrexate	TYMS	Protein	P04818	Homo sapiens	DrugBank	23409799	NA	NA	NA	II
Sacituzumab Govitecan	Sacituzumab	TACSTD2	Protein	P09758	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	<	5	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	26080733	IC50	<		III
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	KDR	Protein	P35968	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	24	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR4	Protein	P22455	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	165	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	IGF1R	Protein	P08069	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	581	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR2	Protein	P21802	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	<	5	I
Brentuximab Vedotin	Brentuximab Vedotin	TNFRSF8	Protein	P28908	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Brentuximab Vedotin	Brentuximab Vedotin	TNFRSF8	Protein	P28908	Homo sapiens	DrugBank	12714494	NA	NA	NA	II
Ipilimumab	Ipilimumab	CTLA4	Protein	P16410	Homo sapiens	DrugBank	18049334	NA	NA	NA	II
Ipilimumab	Ipilimumab	CTLA4	Protein	P16410	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	<	1	I
Rapamycin	Sirolimus	FGF2	Protein	P09038	Homo sapiens	DrugBank	12742462	NA	NA	NA	II
Rapamycin	Sirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Rapamycin	Sirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	19620795	NA	NA	NA	II
Rapamycin	Sirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	12742462	NA	NA	NA	II
Rapamycin	Sirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	20005306	NA	NA	NA	II
Rapamycin	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Rapamycin	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	DrugBank	12742462	NA	NA	NA	II
Rapamycin	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	IUPHAR	9857082	Ki	=	0.200000003	III
Rapamycin	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	IUPHAR	9857082	Ki	=	0.200000003	III
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	8380496	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	19058965	EC50	=	0.200000003	III
Tretinoin	Tretinoin	NR0B1	Protein	P51843	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	NR0B1	Protein	P51843	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	NR2C2	Protein	P49116	Homo sapiens	IUPHAR	21068381	EC50	=	23800	III
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	8380496	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	19058965	EC50	=	17	III
Tretinoin	Tretinoin	PPARD	Protein	Q03181	Homo sapiens	IUPHAR	12963727	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	19058965	EC50	=	12	III
Tretinoin	Tretinoin	RXRB	Protein	P28702	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	RXRB	Protein	P28702	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	RXRB	Protein	P28702	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	RXRB	Protein	P28702	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	RXRB	Protein	P28702	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	RORB	Protein	Q92753	Homo sapiens	IUPHAR	12958591	NA	NA	NA	II
Tretinoin	Tretinoin	GPRC5A	Protein	Q8NFJ5	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	GPRC5A	Protein	Q8NFJ5	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Ceritinib	Ceritinib	INSR	Protein	P06213	Homo sapiens	IUPHAR	23742252	IC50	=	7	III
Ceritinib	Ceritinib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	23742252	IC50	=	60	III
Ceritinib	Ceritinib	IGF1R	Protein	P08069	Homo sapiens	IUPHAR	23742252	IC50	=	8	III
Ceritinib	Ceritinib	TSSK1B	Protein	Q9BXA7	Homo sapiens	IUPHAR	23742252	IC50	=	23	III
Ceritinib	Ceritinib	ALK	Protein	Q9UM73	Homo sapiens	DrugBank	17185414	NA	NA	NA	II
Ceritinib	Ceritinib	ALK	Protein	Q9UM73	Homo sapiens	DrugBank	23742252	NA	NA	NA	II
Ceritinib	Ceritinib	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	23742252	IC50	=	0.200000003	III
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	8769372	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	9652348	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	10598788	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	DrugBank	26416534	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	7988476	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR5	Protein	P35346	Homo sapiens	IUPHAR	9650799	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr2	Protein	P30875	Mouse	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr3	Protein	P30935	Mouse	IUPHAR	8100350	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr3	Protein	P30936	Rat	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR3	Protein	P32745	Homo sapiens	IUPHAR	8769372	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR3	Protein	P32745	Homo sapiens	IUPHAR	10598788	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR3	Protein	P32745	Homo sapiens	IUPHAR	7988476	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR3	Protein	P32745	Homo sapiens	IUPHAR	9650799	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr2	Protein	P30680	Rat	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	Sstr5	Protein	P30938	Rat	IUPHAR	9600011	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	8769372	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	9652348	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	10598788	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	DrugBank	26416534	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	7988476	NA	NA	NA	II
Lanreotide Acetate	Lanreotide Acetate	SSTR2	Protein	P30874	Homo sapiens	IUPHAR	9650799	NA	NA	NA	II
Fulvestrant	Fulvestrant	GPER1	Protein	Q99527	Homo sapiens	IUPHAR	15539556	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	12113237	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	15865850	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	15018596	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	11398912	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	20151846	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	11922402	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	12542403	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	12080538	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	IUPHAR	12672240	Ki	=	1.039999962	III
Fulvestrant	Fulvestrant	ESR2	Protein	Q92731	Homo sapiens	IUPHAR	12672240	Ki	=	1.389999986	III
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	10500149	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	10822172	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	10752671	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	10879806	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	12231070	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	11162924	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	IUPHAR	18571420	Ki	=	3700	III
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	17327465	NA	NA	NA	II
MEK Inhibitor CI-1040	MEK Inhibitor CI-1040	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	22037378	Kd	=	120	III
Satraplatin	Satraplatin	DNA	DNA	null	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
NVP-AEW541	NVP-AEW541	IGF1R	Protein	P08069	Homo sapiens	IUPHAR	15050915	IC50	=	0.400000006	III
Tamatinib	Tamatinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	22037378	Kd	=	19	III
Tamatinib	Tamatinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	16946104	IC50	=		III
Tamatinib	Tamatinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	19254842	IC50	=		III
Tamatinib	Tamatinib	RET	Protein	P07949	Homo sapiens	IUPHAR	19107952	IC50	=	5	III
Bleomycin	Bleomycin	LIG1	Protein	P18858	Homo sapiens	DrugBank	17202402	NA	NA	NA	II
Bleomycin	Bleomycin	LIG3	Protein	P49916	Homo sapiens	DrugBank	17202402	NA	NA	NA	II
Bleomycin	Bleomycin	DNA	DNA	null	Homo sapiens	DrugBank	18757754	NA	NA	NA	II
Bleomycin	Bleomycin	DNA	DNA	null	Homo sapiens	DrugBank	19146404	NA	NA	NA	II
Bleomycin	Bleomycin	DNA	DNA	null	Homo sapiens	DrugBank	18597467	NA	NA	NA	II
Bleomycin	Bleomycin	DNA	DNA	null	Homo sapiens	DrugBank	6177398	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	9744490	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	19434889	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	16343217	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	15086241	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	15595341	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	14687437	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	2982481	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	19731987	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	9744490	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	9195366	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	6222739	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	15595341	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	18411198	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	2982481	NA	NA	NA	II
Carfilzomib	Carfilzomib	PSMB8	Protein	P28062	Homo sapiens	DrugBank	17591945	NA	NA	NA	II
Carfilzomib	Carfilzomib	PSMB9	Protein	P28065	Homo sapiens	DrugBank	17591945	NA	NA	NA	II
Carfilzomib	Carfilzomib	PSMB2	Protein	P49721	Homo sapiens	DrugBank	17591945	NA	NA	NA	II
Carfilzomib	Carfilzomib	PSMB5	Protein	P28074	Homo sapiens	DrugBank	23393020	NA	NA	NA	II
Carfilzomib	Carfilzomib	PSMB5	Protein	P28074	Homo sapiens	IUPHAR	19348473	IC50	=	5.699999809	III
Carfilzomib	Carfilzomib	PSMB1	Protein	P20618	Homo sapiens	DrugBank	17591945	NA	NA	NA	II
Carfilzomib	Carfilzomib	PSMB10	Protein	P40306	Homo sapiens	DrugBank	17591945	NA	NA	NA	II
Elotuzumab	Elotuzumab	SLAMF7	Protein	Q9NQ25	Homo sapiens	DrugBank	26809244	NA	NA	NA	II
Elotuzumab	Elotuzumab	SLAMF7	Protein	Q9NQ25	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	=	8.859999657	I
GW-2580	GW-2580	NTRK1	Protein	P04629	Homo sapiens	IUPHAR	22037378	Kd	=	630	III
GW-2580	GW-2580	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	16249345	IC50	=	60	III
GW-2580	GW-2580	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	22037378	Kd	=	2.200000048	III
GW-2580	GW-2580	NTRK3	Protein	Q16288	Homo sapiens	IUPHAR	22037378	Kd	=	120	III
GW-2580	GW-2580	NTRK2	Protein	Q16620	Homo sapiens	IUPHAR	22037378	Kd	=	36	III
ALK Inhibitor TAE684	ALK Inhibitor TAE684	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	22037378	Kd	=	1.100000024	III
BH3 Mimetic ABT-737	BH3 Mimetic ABT-737	BCL2L1	Protein	Q07817	Homo sapiens	IUPHAR	17256834	Ki	<	0.5	III
BH3 Mimetic ABT-737	BH3 Mimetic ABT-737	BCL2L2	Protein	Q92843	Homo sapiens	IUPHAR	17256834	Ki	<	1	III
BH3 Mimetic ABT-737	BH3 Mimetic ABT-737	BCL2	Protein	P10415	Homo sapiens	IUPHAR	17256834	Ki	<	1	III
Resveratrol	Resveratrol	PTGS2	Protein	P35354	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Resveratrol	Resveratrol	PTGS2	Protein	P35354	Homo sapiens	IUPHAR	20527891	IC50	=	750	III
Resveratrol	Resveratrol	PPARG	Protein	P37231	Homo sapiens	IUPHAR	24796862	Kd	=	1400	III
Resveratrol	Resveratrol	PTGS1	Protein	P23219	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Resveratrol	Resveratrol	CSNK2A1	Protein	P68400	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Resveratrol	Resveratrol	NQO2	Protein	P16083	Homo sapiens	DrugBank	15350128	NA	NA	NA	II
Resveratrol	Resveratrol	NQO2	Protein	P16083	Homo sapiens	DrugBank	15381063	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17704420	NA	NA	NA	II
Cetuximab	Cetuximab	C1R	Protein	P00736	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	C1R	Protein	P00736	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	C1QB	Protein	P02746	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	C1QB	Protein	P02746	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	C1QA	Protein	P02745	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	C1QA	Protein	P02745	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	C1QC	Protein	P02747	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	C1QC	Protein	P02747	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	16336752	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	7547242	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17704420	NA	NA	NA	II
Cetuximab	Cetuximab	C1S	Protein	P09871	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cetuximab	Cetuximab	C1S	Protein	P09871	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cetuximab	Cetuximab	EGFR	Protein	P00533	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Cetuximab	Cetuximab	EGFR	Protein	P00533	Homo sapiens	DrugBank	11408594	NA	NA	NA	II
Cetuximab	Cetuximab	EGFR	Protein	P00533	Homo sapiens	DrugBank	10628369	NA	NA	NA	II
