Drug	Target_Name	UniProt_ID	Target_Org	PubMedIDs
Cis-tetracosenoyl sulfatide	Antigen-presenting glycoprotein CD1d	P15813	Human	10592235
OLOMOUCINE II	Cyclin-dependent kinase 2	P24941	Human	10592235
Cyclohexyl-pentyl-maltoside	Cytochrome P450 2B6	P20813	Human	10592235
2H-1-BENZOPYRAN-2-ONE	Cytochrome P450 2A6	P11509	Human	
TRIAZOLOPYRIMIDINE	Cyclin-dependent kinase 2	P24941	Human	10592235
L-CYSTEIN-S-1-(IMINOMETHYL)-L-ORNITHINE	Arginine deiminase	P13981	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	
cyclic 3',5'-thymidine monophosphate	5'(3')-deoxyribonucleotidase, mitochondrial	Q9NPB1	Human	10592235
4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE	Coagulation factor X	P00742	Human	
2-HYDROXY-3,5-DIIODOBENZOIC ACID	Endothelin-1 receptor	P25101	Human	11093786
2-HYDROXY-3,5-DIIODOBENZOIC ACID	Aldo-keto reductase family 1 member C1	Q04828	Human	18045204
(2S,5R,8S,11R,12S,15S,18S,19S,E)-8-ISOBUTYL-18-((5S,6S)-6-METHOXY-3,5-DIMETHYL-7-PHENYLHEPTYL)-1,2,5,12,15,19-HEXAMETHYL-3,6,9,13,16,20,25-HEPTAOXO-1,4,7,10,14,17,21-HEPTAAZACYCLOPENTACOS-21-ENE-11,22-DICARBOXYLIC ACID	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	P36873	Human	
Dansyllysine	Ig alpha-2 chain C region	P01877	Human	10592235
N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE	Amine oxidase [flavin-containing] B	P27338	Human	10592235
H TYPE II TRISACCHARIDE	Histo-blood group ABO system transferase	P16442	Human	
H TYPE I TRISACCHARIDE	Histo-blood group ABO system transferase	P16442	Human	
GALACTOSE GREASE	Histo-blood group ABO system transferase	P16442	Human	10592235
BETA-METHYLLACTOSIDE	Histo-blood group ABO system transferase	P16442	Human	
Octylphenoxy polyethoxyethanol	Troponin C, skeletal muscle	P02585	Human	10592235
(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE	Steroidogenic factor 1	Q13285	Human	10592235
1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE	Deoxyuridine 5'-triphosphate nucleotidohydrolase, putative	Q8II92	Plasmodium falciparum (isolate 3D7)	
1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	P33316	Human	10592235
DIMETHYL THIOPHOSPHATE	Phosphotriesterase	Q93LD7	Agrobacterium tumefaciens	
ECGONINE METHYL ESTER	Ig gamma-2 chain C region	P01859	Human	10592235
ECGONINE METHYL ESTER	Ig kappa chain C region	P01834	Human	10592235
2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	Peroxisome proliferator-activated receptor gamma	P37231	Human	
Camptothecin	DNA topoisomerase 1	P11387	Human	18061144|10592235|11752352|18056711
(13S)-13-METHYLDODECAHYDRO-1H-CYCLOPENTA[A]PHENANTHRENE-3,17(2H,4H)-DIONE	Steroid Delta-isomerase	P00947	Comamonas testosteroni	
FARNESYL THIOPYROPHOSPHATE	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	P60472	Escherichia coli (strain K12)	10592235
FARNESYL THIOPYROPHOSPHATE	Geranylgeranyl pyrophosphate synthase	O95749	Human	10592235
FARNESYL THIOPYROPHOSPHATE	Mevalonate kinase	Q03426	Human	10592235
FARNESYL THIOPYROPHOSPHATE	Dehydrosqualene synthase	A9JQL9	Staphylococcus aureus	10592235
4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN	Thymidylate synthase	P0A884	Escherichia coli (strain K12)	
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE	Prothrombin	P00734	Human	
N-(1,4-DIHYDRO-5H-TETRAZOL-5-YLIDENE)-9-OXO-9H-XANTHENE-2-SULFONAMIDE	3-dehydroquinate dehydratase	Q48255	Helicobacter pylori (strain ATCC 700392 / 26695)	10592235
gamma-butyrolactone	O-GlcNAcase NagJ	Q8XL08	Clostridium perfringens (strain 13 / Type A)	
GLUTATHIONE SULFINATE	Glutathione S-transferase kappa 1	Q9Y2Q3	Human	
S-METHYL-GLUTATHIONE	Glutathione S-transferase Mu 2	P28161	Human	
S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE	Prenyltransferase	Q4R2T2	Streptomyces sp. (strain CL190)	10592235
HESPERIDIN	Aurora kinase B	Q96GD4	Human	10592235
HYDROXYFASUDIL	Rho-associated protein kinase 1	Q13464	Human	10592235|11752352
HYDROXYFASUDIL	cAMP-dependent protein kinase catalytic subunit alpha	P17612	Human	10592235
HYDROXYFASUDIL	cAMP-dependent protein kinase inhibitor alpha	P61925	Human	10592235
(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE	Androgen receptor	P10275	Human	10592235
4-Iodo-D-phenylalanine	Aminopeptidase S	P80561	Streptomyces griseus	10592235
ISOPENTENYL PYROPHOSPHATE	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	P60472	Escherichia coli (strain K12)	10592235
ISOPENTENYL PYROPHOSPHATE	Farnesyl pyrophosphate synthase	P14324	Human	10592235
ISOPENTENYL PYROPHOSPHATE	Geranylgeranyl pyrophosphate synthase	O95749	Human	10592235
ISOPENTENYL PYROPHOSPHATE	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	A0R559	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	10592235
ISOPENTENYL PYROPHOSPHATE	Decaprenyl diphosphate synthase	P60479	Mycobacterium tuberculosis	10592235
ISOPENTENYL PYROPHOSPHATE	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	P62623	Escherichia coli (strain K12)	10592235
IMIDAZOPYRIDAZIN 1	Serine/threonine-protein kinase pim-1	P11309	Human	10592235
2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE	Tyrosine-protein kinase JAK2	O60674	Human	10592235
2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE	Death-associated protein kinase 3	O43293	Human	10592235
2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE	Tyrosine-protein kinase JAK1	P23458	Human	10592235
2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE	Tyrosine-protein kinase JAK3	P52333	Human	10592235
2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE	Non-receptor tyrosine-protein kinase TYK2	P29597	Human	10592235
DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE	Casein kinase II subunit alpha	P68400	Human	10592235
S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE	Casein kinase II subunit alpha	P68400	Human	10592235
N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE	Casein kinase II subunit alpha	P68400	Human	10592235
2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE	Prothrombin	P00734	Human	10592235
2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID	Carboxypeptidase B	P15086	Human	10592235
(S)-2-((S)-3-ISOBUTYL-2,5-DIOXO-4-QUINOLIN-3-YLMETHYL-[1,4]DIAZEPAN-1YL)-N-METHYL-3-NAPHTALEN-2-YL-PROPIONAMIDE	Integrin alpha-L	P20701	Human	
Licofelone	Group IIE secretory phospholipase A2	Q9NZK7	Human	10592235
Licofelone	Prostaglandin G/H synthase 2	P35354	Human	17015640
Licofelone	Arachidonate 5-lipoxygenase	P09917	Human	17015640|11752352
N-(4-{4-AMINO-6-[4-(METHYLOXY)PHENYL]FURO[2,3-D]PYRIMIDIN-5-YL}PHENYL)-N'-[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]UREA	Vascular endothelial growth factor receptor 2	P35968	Human	
GENTAMICIN C1A	30S ribosomal protein S12	P0A7S3	Escherichia coli (strain K12)	17016423|15332709|14602594|11282646|10619838|17139284
GENTAMICIN C1A	16S rRNA	null	Enteric bacteria and other eubacteria	17065620|17016423|17158944|10619838|17139284|17224412
1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE	Lantibiotic cinnamycin	P29827	Streptoverticillium griseoverticillatum	
N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID	Proteasome subunit alpha	O33244	Mycobacterium tuberculosis	10592235
N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID	Proteasome subunit beta	O33245	Mycobacterium tuberculosis	10592235
1,6-DI-O-PHOSPHONO-D-MANNITOL	Fructose-bisphosphate aldolase A	P04075	Human	10592235
Citraconic acid	Fumarate reductase flavoprotein subunit	P0C278	Shewanella frigidimarina	
MONOGALACTOSYL-DIACYLGLYCEROL	Photosystem Q(B) protein 1	P0A444	Thermosynechococcus elongatus (strain BP-1)	
2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE	Peptidoglycan recognition protein 3	Q96LB9	Human	10592235
Motuporin	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	P36873	Human	16343532
4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE	Proto-oncogene tyrosine-protein kinase Src	P12931	Human	
MOXALACTAM (HYDROLYZED)	Metallo-beta-lactamase L1	P52700	Pseudomonas maltophilia	
Myxothiazol	Cytochrome b-c1 complex subunit 1, mitochondrial	P31930	Human	10592235
(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid	D-alanyl-D-alanine carboxypeptidase	P39045	Actinomadura sp. (strain R39)	10592235
Nimesulide	Prostaglandin G/H synthase 2	P35354	Human	16846549|11752352
Nimesulide	Group IIE secretory phospholipase A2	Q9NZK7	Human	10592235
Nimesulide	Lactotransferrin	P02788	Human	10592235
2-OXOQUINOLINE	2-oxo-1,2-dihydroquinoline 8-monooxygenase, oxygenase component	O05935	Pseudomonas putida	
(10E,12Z)-octadeca-10,12-dienoic acid	Putative aminooxidase	Q6A8X5	Propionibacterium acnes (strain KPA171202 / DSM 16379)	
11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID	Putative aminooxidase	Q6A8X5	Propionibacterium acnes (strain KPA171202 / DSM 16379)	
2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE	Beta-lactamase IMP-1	P52699	Serratia marcescens	
Purvalanol A	Proto-oncogene tyrosine-protein kinase Src	P12931	Human	10592235
Purvalanol A	Casein kinase I isoform gamma-3	Q9Y6M4	Human	10592235
Purvalanol A	Ribosomal protein S6 kinase alpha-1	Q15418	Human	10592235
Phosphatidyl ethanol	Steroidogenic factor 1	Q13285	Human	
9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE	Purine nucleoside phosphorylase	P00491	Human	10592235
GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE	Purine nucleoside phosphorylase	P00491	Human	10592235
GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE	Purine nucleoside phosphorylase	P00491	Human	10592235
2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE)	Coagulation factor VII	P08709	Human	
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)	Collagenase 3	P45452	Human	10592235
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)	Collagenase 3	P45452	Human	10592235
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]	Collagenase 3	P45452	Human	10592235
N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE	Aspartate aminotransferase	P00509	Escherichia coli (strain K12)	
1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM	Carbonic anhydrase 2	P00918	Human	
[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE	Tryptase beta-2	P20231	Human	10592235
N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE	Aspartate aminotransferase	P00509	Escherichia coli (strain K12)	
N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID	Coagulation factor VII	P08709	Human	
Pyrithiamine Pyrophosphate	Thiamin pyrophosphokinase 1	Q9H3S4	Human	10592235
5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	P48736	Human	10592235
O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL	Pyridoxal kinase	O00764	Human	10592235
1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE	Prothrombin	P00734	Human	
1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE	Prothrombin	P00734	Human	
METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE	Polyhydroxybutyrate depolymerase, putative	Q4W9V8	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)	
Reidispongiolide A	Actin, alpha skeletal muscle	P68133	Human	10592235
Reidispongiolide C	Actin, alpha skeletal muscle	P68133	Human	10592235
(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol	Pyridoxal kinase	O00764	Human	10592235
(R)-4-Nitrostyrene oxide	Halohydrin dehalogenase	Q93D82	Agrobacterium tumefaciens	
ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE	Lactase-phlorizin hydrolase	P09848	Human	10592235
5-hydroxyvaleric acid	Delta-aminolevulinic acid dehydratase	P13716	Human	16131755|10592235
(S)-4-Nitrostyrene oxide	2,3-dichloro-1-propanol dehalogenase	Q7AUG5	Rhizobium sp. (strain NHG3)	
Sphinxolide B	Actin, alpha skeletal muscle	P68133	Human	10592235
(R)-1-phenylethanol	R-specific alcohol dehydrogenase	Q84EX5	Lactobacillus brevis	15896805
Suramin	P2Y purinoceptor 2	P41231	Human	9112981|8762097|16388598|11132624|9647463
Suramin	NAD-dependent protein deacylase sirtuin-5, mitochondrial	Q9NXA8	Human	17355872
Suramin	Follicle-stimulating hormone receptor	P23945	Human	17552360|18991754
Suramin	Ryanodine receptor 1	P21817	Human	16056233
Suramin	Prothrombin	P00734	Human	15203120
Suramin	Phospholipase A2, membrane associated	P14555	Human	10592235|15961104
Suramin	Complement control protein C3	P68638	VACV	16086578
Tanaproget	Progesterone receptor	P06401	Human	10592235|15937332
Tagetitoxin	DNA-directed RNA polymerase subunit beta	Q8RQE9	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	16273103
Tagetitoxin	DNA-directed RNA polymerase subunit beta'	Q8RQE8	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	16273103
5-methyltetrahydrofolate	Aminomethyltransferase, mitochondrial	P48728	Human	
2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol	Trypsin-1	P07477	Human	10592235
2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL	Trypsin-1	P07477	Human	10592235
2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL	Trypsin-1	P07477	Human	10592235
2-O-(3'-AMIDINOPHENYL)-5-O-(4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL	Trypsin-1	P07477	Human	10592235
Bifonazole	Lanosterol 14-alpha demethylase	P10613	Yeast	16964330|6372801|6396116|12383016
Bifonazole	Cytochrome P450 2B6	P20813	Human	10592235
Thenoyltrifluoroacetone	Liver carboxylesterase 1	P23141	Human	10592235|11992644
Thenoyltrifluoroacetone	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	P31040	Human	10592235
Inecalcitol	Vitamin D3 receptor	P11473	Human	10592235
Triazolopyridine	Mitogen-activated protein kinase 14	Q16539	Human	10592235
THIO-ATPA	Glutamate receptor 2	P42262	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome c1, heme protein, mitochondrial	P08574	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b	P00156	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b-c1 complex subunit 1, mitochondrial	P31930	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b-c1 complex subunit 2, mitochondrial	P22695	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b-c1 complex subunit 6, mitochondrial	P07919	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b-c1 complex subunit 8	O14949	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b-c1 complex subunit Rieske, mitochondrial	P47985	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b-c1 complex subunit 10	O14957	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b-c1 complex subunit 7	P14927	Human	10592235
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Cytochrome b-c1 complex subunit 9	Q9UDW1	Human	10592235
1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID	Tyrosine-protein phosphatase non-receptor type 1	P18031	Human	
(11E)-OCTADEC-11-ENOIC ACID	Peroxisome proliferator-activated receptor delta	Q03181	Human	
Verdoheme	Heme oxygenase 1	P09601	Human	
Virginiamycin S1	60S ribosomal protein L37	P61927	Human	10592235
4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE	Alpha-xylosidase	P31434	Escherichia coli (strain K12)	
SALOPHEN-10-PROPIONATE IRON CHELATE	Heme oxygenase	Q54AI1	Corynebacterium diphtheriae	
Salophen-10-carboxylate iron chelate	Heme oxygenase	Q54AI1	Corynebacterium diphtheriae	
Salophen iron chelate	Heme oxygenase	Q54AI1	Corynebacterium diphtheriae	
Metamizole	Prostaglandin G/H synthase 1	P23219	Human	11752352
Nialamide	Amine oxidase [flavin-containing] B	P27338	Human	2506486
Nialamide	Amine oxidase [flavin-containing] A	P21397	Human	2506486
Nialamide	Catechol O-methyltransferase	P21964	Human	1170911
Nomifensine	Sodium-dependent noradrenaline transporter	P23975	Human	9537821
Nomifensine	Sodium-dependent dopamine transporter	Q01959	Human	9537821
Nomifensine	Amine oxidase [flavin-containing] B	P27338	Human	10580379
Nomifensine	Amine oxidase [flavin-containing] A	P21397	Human	10580379
Nomifensine	Myeloperoxidase	P05164	Human	16679384
Phenolphthalein	UDP-glucuronosyltransferase 1-9	O60656	Human	16897040
Prenylamine	Calmodulin	P62158	Human	2933041
Prenylamine	Myosin light chain kinase 2, skeletal/cardiac muscle	Q9H1R3	Human	2933041
Zomepirac	Prostaglandin D2 receptor 2	Q9Y5Y4	Human	15563582
Lysergic Acid Diethylamide	5-hydroxytryptamine receptor 1A	P08908	Human	14209776
Zimelidine	Sodium-dependent serotonin transporter	P31645	Human	17016423|17139284|9537821
Zimelidine	Amine oxidase [flavin-containing] B	P27338	Human	10580379
Zimelidine	Amine oxidase [flavin-containing] A	P21397	Human	8842678
Maraviroc	C-C chemokine receptor type 5	P51681	Human	19692476|16298345|17016423|17139284|11752352|19098484
Amineptine	Sodium-dependent noradrenaline transporter	P23975	Human	17016423|17139284
Amineptine	Sodium-dependent serotonin transporter	P31645	Human	17016423|17139284
Clofedanol	Histamine H1 receptor	P35367	Human	17016423|2905706|17139284|11752352
Cyclandelate	Voltage-dependent calcium channel subunit alpha-2/delta-1	P54289	Human	10659603
Cyclandelate	Liver carboxylesterase 1	P23141	Human	2306268
Cyproterone acetate	Androgen receptor	P10275	Human	15579329|17016423|19463689|17139284|15483189
Debrisoquin	Sodium-dependent noradrenaline transporter	P23975	Human	8710929|8740147|5431666|12401623|16126010
Flunarizine	Voltage-dependent T-type calcium channel subunit alpha-1G	O43497	Human	17016423|19582593|11784784|17139284
Flunarizine	Voltage-dependent T-type calcium channel subunit alpha-1H	O95180	Human	17016423|19582593|11784784|17139284|11752352
Flunarizine	Voltage-dependent T-type calcium channel subunit alpha-1I	Q9P0X4	Human	17016423|19582593|11784784|17139284
Flunarizine	Histamine H1 receptor	P35367	Human	17016423|20493137|17139284
Flunarizine	Calmodulin	P62158	Human	17016423|17139284
Fluspirilene	D(2) dopamine receptor	P14416	Human	11842444|17016423|17139284|11752352|8935801
Fluspirilene	5-hydroxytryptamine receptor 2A	P28223	Human	8935801
Fluspirilene	Voltage-dependent calcium channel gamma-1 subunit	Q06432	Human	11842444|1696149
Mepenzolate	Muscarinic acetylcholine receptor M1	P11229	Human	7623487|2791613|7122991
Mepenzolate	Muscarinic acetylcholine receptor M3	P20309	Human	7623487|2791613|7122991
Tetrabenazine	Synaptic vesicular amine transporter	Q05940	Human	17233532|19571144|20007701|19223416|11752352|20135628
Tetrabenazine	D(2) dopamine receptor	P14416	Human	
Ixabepilone	Tubulin beta-3 chain	Q13509	Human	18321240|18378531|18945860
Celiprolol	Beta-1 adrenergic receptor	P08588	Human	17384462|18636069|17141277
Celiprolol	Beta-2 adrenergic receptor	P07550	Human	17141277
FG-4592	Egl nine homolog 1	Q9GZT9	Human	
FG-4592	Egl nine homolog 2	Q96KS0	Human	
FG-4592	Egl nine homolog 3	Q9H6Z9	Human	
AZD2171	Vascular endothelial growth factor receptor 2	P35968	Human	15899831
Posizolid	23S rRNA	null	Enteric bacteria and other eubacteria	
Posizolid	Amine oxidase [flavin-containing] A	P21397	Human	
Biricodar dicitrate	ATP-binding cassette sub-family B member 5	Q2M3G0	Human	15014037
Biricodar dicitrate	Multidrug resistance-associated protein 1	P33527	Human	15014037
Biricodar dicitrate	ATP-binding cassette sub-family G member 2	Q9UNQ0	Human	15014037
Implitapide	Microsomal triglyceride transfer protein large subunit	P55157	Human	15684478
Binodenoson	Adenosine receptor A2a	P29274	Human	17531571|16524538
Febuxostat	Xanthine dehydrogenase/oxidase	P47989	Human	10592235|17132810
Dronedarone	Alpha-1A adrenergic receptor	P35348	Human	17389667
Dronedarone	Alpha-1B adrenergic receptor	P35368	Human	17389667
Dronedarone	Alpha-1D adrenergic receptor	P25100	Human	17389667
Dronedarone	Alpha-2A adrenergic receptor	P08913	Human	17389667
Dronedarone	Alpha-2B adrenergic receptor	P18089	Human	17389667
Dronedarone	Alpha-2C adrenergic receptor	P18825	Human	17389667
Dronedarone	Beta-1 adrenergic receptor	P08588	Human	17389667
Dronedarone	Potassium voltage-gated channel subfamily H member 2	Q12809	Human	17896959
Dronedarone	Voltage-dependent L-type calcium channel subunit alpha-1C	Q13936	Human	
Dronedarone	Voltage-dependent L-type calcium channel subunit alpha-1D	Q01668	Human	
Dronedarone	Voltage-dependent L-type calcium channel subunit alpha-1F	O60840	Human	
Dronedarone	Voltage-dependent L-type calcium channel subunit alpha-1S	Q13698	Human	
Dronedarone	Voltage-dependent L-type calcium channel subunit beta-1	Q02641	Human	
Dronedarone	Voltage-dependent L-type calcium channel subunit beta-2	Q08289	Human	
Dronedarone	Voltage-dependent L-type calcium channel subunit beta-3	P54284	Human	
Dronedarone	Voltage-dependent L-type calcium channel subunit beta-4	O00305	Human	
Dronedarone	Sodium channel protein type 1 subunit alpha	P35498	Human	12890054
Dronedarone	Potassium channel subfamily K member 2	O95069	Human	22790794
Dexloxiglumide	Cholecystokinin receptor type A	P32238	Human	17112294
Brasofensine	D(2) dopamine receptor	P14416	Human	17908924
Tirapazamine	DNA	null	Human	
Zanapezil	Acetylcholinesterase	P22303	Human	15951830
Isatoribine	Toll-like receptor 7	Q9NYK1	Human	16116638
Nebivolol	Beta-1 adrenergic receptor	P08588	Human	17661735|11752352|16961165
Nebivolol	Beta-2 adrenergic receptor	P07550	Human	12795776
